Agent DT5 issued a deposit of $549.00 at: 18/9/2025 17:44:05 EST   Transaction Number: 157
Agent DT1 issued a deposit of $462.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 5
Agent WT1 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 5
Agent WT2 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 6
Agent WT4 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 11
Agent DT3 issued a deposit of $468.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 38
Agent WT5 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 58
Agent WT3 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 59
Agent WT9 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 63
Agent WT3 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 85
Agent WT9 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 87
Agent DT3 issued a deposit of $575.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 92
Agent DT3 issued a deposit of $474.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 102
Agent DT1 issued a deposit of $474.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 110
Agent DT4 issued a deposit of $453.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 115
Agent WT5 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 117
Agent WT10 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 122
Agent WT9 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 124
Agent DT2 issued a deposit of $596.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 127
Agent WT3 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 137
Agent DT3 issued a deposit of $567.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 146
Agent DT1 issued a deposit of $568.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 162
Agent WT4 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 180
Agent WT5 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 183
Agent WT10 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 199
Agent WT3 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 201
Agent WT3 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 206
Agent WT3 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 213
Agent WT2 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 219
Agent WT9 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 227
Agent WT9 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 266
Agent WT7 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 280
Agent WT1 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 295
Agent DT1 issued a deposit of $546.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 296
Agent WT6 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 329
Agent WT10 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 330
Agent WT5 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 331
Agent WT7 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 337
Agent DT5 issued a deposit of $519.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 357
Agent DT4 issued a deposit of $488.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 364
Agent DT1 issued a deposit of $512.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 366
Agent WT2 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 370
Agent DT1 issued a deposit of $503.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 376
Agent WT5 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 383
Agent WT2 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 397
Agent WT1 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 399
Agent WT3 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 416
Agent WT8 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 424
Agent DT5 issued a deposit of $498.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 425
Agent WT10 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 427
Agent DT3 issued a deposit of $574.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 436
Agent WT1 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 438
Agent WT7 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 440
Agent WT1 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 452
Agent WT8 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 460
Agent WT1 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 476
Agent DT3 issued a deposit of $579.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 483
Agent WT2 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 492
Agent DT2 issued a deposit of $564.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 502
Agent DT3 issued a deposit of $515.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 505
Agent WT4 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 511
Agent DT5 issued a deposit of $502.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 512
Agent DT4 issued a deposit of $459.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 525
Agent WT5 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 536
Agent WT7 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 537
Agent WT2 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 551
Agent WT10 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 559
Agent DT3 issued a deposit of $492.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 563
Agent WT1 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 574
Agent DT5 issued a deposit of $507.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 587
Agent WT9 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 602
Agent WT2 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 611
Agent WT8 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 613
Agent WT6 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 618
Agent WT9 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 639
Agent WT10 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 660
Agent WT3 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 668
Agent WT1 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 700
Agent WT2 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 703
Agent WT5 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 706
Agent WT1 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 714
Agent DT3 issued a deposit of $516.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 715
Agent DT4 issued a deposit of $565.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 717
Agent DT3 issued a deposit of $463.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 718
Agent DT3 issued a deposit of $517.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 723
Agent DT1 issued a deposit of $508.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 727
Agent WT5 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 732
Agent WT3 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 738
Agent WT8 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 745
Agent WT8 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 768
Agent DT3 issued a deposit of $583.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 776
Agent WT7 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 784
Agent WT10 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 792
Agent WT4 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 797
Agent WT1 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 807
Agent WT9 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 817
Agent DT3 issued a deposit of $474.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 824
Agent WT5 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 832
Agent DT4 issued a deposit of $517.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 842
Agent WT2 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 848
Agent WT10 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 852
Agent WT4 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 854
Agent WT3 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 856
Agent WT8 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 859
Agent WT7 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 864
Agent WT1 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 869
Agent WT5 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 874
Agent WT4 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 904
Agent WT8 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 912
Agent WT5 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 936
Agent WT10 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 937
Agent WT6 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 939
Agent DT4 issued a deposit of $473.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 940
Agent WT6 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 953
Agent WT2 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 969
Agent DT5 issued a deposit of $567.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 994
Agent DT5 issued a deposit of $533.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1018
Agent WT7 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1020
Agent WT1 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1024
Agent WT7 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1039
Agent DT3 issued a deposit of $548.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1040
Agent WT6 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1052
Agent WT6 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1060
Agent DT3 issued a deposit of $590.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1071
Agent DT5 issued a deposit of $527.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1072
Agent DT4 issued a deposit of $596.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1073
Agent WT5 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1078
Agent DT3 issued a deposit of $544.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1082
Agent WT3 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1088
Agent WT4 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1090
Agent DT1 issued a deposit of $523.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1106
Agent WT1 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1109
Agent WT6 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1146
Agent DT2 issued a deposit of $519.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1157
Agent WT3 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1167
Agent WT8 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1169
Agent WT10 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1172
Agent DT5 issued a deposit of $527.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1198
Agent DT3 issued a deposit of $593.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1201
Agent WT6 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1209
Agent WT1 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1210
Agent DT1 issued a deposit of $573.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1230
Agent WT1 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1234
Agent WT6 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1249
Agent DT3 issued a deposit of $515.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1259
Agent DT4 issued a deposit of $564.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1265
Agent DT3 issued a deposit of $487.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1280
Agent WT5 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1296
Agent WT8 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1316
Agent DT2 issued a deposit of $558.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1318
Agent WT7 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1319
Agent DT2 issued a deposit of $506.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1331
Agent WT9 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1335
Agent WT4 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1349
Agent WT5 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1351
Agent WT7 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1357
Agent WT1 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1374
Agent WT5 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1381
Agent WT4 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1392
Agent DT4 issued a deposit of $472.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1410
Agent WT4 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1417
Agent DT3 issued a deposit of $566.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1423
Agent DT2 issued a deposit of $525.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1424
Agent WT1 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1431
Agent WT9 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1442
Agent DT1 issued a deposit of $521.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1450
Agent DT3 issued a deposit of $594.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1465
Agent WT1 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1481
Agent WT3 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1488
Agent DT3 issued a deposit of $578.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1504
Agent WT7 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1505
Agent DT1 issued a deposit of $474.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1523
Agent WT7 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1535
Agent DT4 issued a deposit of $580.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1551
Agent WT6 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1558
Agent DT1 issued a deposit of $558.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1564
Agent WT9 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1565
Agent DT5 issued a deposit of $600.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1574
Agent WT9 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1594
Agent WT10 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1625
Agent WT4 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1635
Agent WT10 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1643
Agent WT10 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1645
Agent WT1 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1646
Agent DT1 issued a deposit of $538.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1647
Agent DT5 issued a deposit of $594.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1653
Agent WT8 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1660
Agent DT3 issued a deposit of $566.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1663
Agent WT9 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1668
Agent DT2 issued a deposit of $487.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1673
Agent WT8 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1676
Agent WT7 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1677
Agent WT6 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1678
Agent WT1 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1692
Agent WT5 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1693
Agent DT3 issued a deposit of $559.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1697
Agent WT10 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1702
Agent WT7 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1703
Agent WT5 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1714
Agent WT6 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1715
Agent WT4 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1735
Agent DT2 issued a deposit of $581.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1738
Agent DT4 issued a deposit of $507.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1747
Agent DT5 issued a deposit of $463.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1748
Agent WT7 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1759
Agent WT1 issued a Withdrawal of $95.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1771
Agent WT2 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1774
Agent DT3 issued a deposit of $545.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1781
Agent WT8 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1784
Agent WT5 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1786
Agent DT1 issued a deposit of $562.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1788
Agent WT6 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1823
Agent WT2 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1837
Agent WT8 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1845
Agent WT7 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1846
Agent DT1 issued a deposit of $456.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1870
Agent DT4 issued a deposit of $580.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1871
Agent WT7 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1872
Agent WT1 issued a Withdrawal of $94.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1901
Agent WT8 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1903
Agent DT5 issued a deposit of $477.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1907
Agent DT5 issued a deposit of $473.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1915
Agent WT2 issued a Withdrawal of $90.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1921
Agent WT9 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1923
Agent WT7 issued a Withdrawal of $98.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1931
Agent WT10 issued a Withdrawal of $92.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1940
Agent WT9 issued a Withdrawal of $99.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1968
Agent WT1 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1974
Agent DT4 issued a deposit of $514.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 1989
Agent DT2 issued a deposit of $556.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 2027
Agent WT5 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 2032
Agent WT3 issued a Withdrawal of $91.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 2045
Agent WT8 issued a Withdrawal of $97.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 2052
Agent WT8 issued a Withdrawal of $96.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 2067
Agent WT3 issued a Withdrawal of $93.00 at: 22/9/2025 11:29:54 EST   Transaction Number: 2068
Agent WT4 issued a Withdrawal of $90.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 7
Agent DT4 issued a deposit of $489.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 7
Agent WT3 issued a Withdrawal of $94.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 17
Agent WT4 issued a Withdrawal of $95.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 20
Agent WT10 issued a Withdrawal of $98.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 28
Agent WT9 issued a Withdrawal of $93.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 35
Agent WT6 issued a Withdrawal of $95.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 55
Agent WT9 issued a Withdrawal of $93.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 58
Agent WT8 issued a Withdrawal of $96.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 78
Agent WT6 issued a Withdrawal of $95.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 86
Agent WT5 issued a Withdrawal of $94.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 93
Agent WT4 issued a Withdrawal of $96.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 101
Agent DT1 issued a deposit of $594.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 110
Agent WT1 issued a Withdrawal of $97.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 114
Agent DT4 issued a deposit of $583.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 120
Agent WT3 issued a Withdrawal of $97.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 121
Agent WT8 issued a Withdrawal of $99.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 122
Agent WT10 issued a Withdrawal of $90.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 151
Agent WT6 issued a Withdrawal of $99.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 154
Agent WT1 issued a Withdrawal of $97.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 168
Agent DT1 issued a deposit of $525.00 at: 22/9/2025 11:33:34 EST   Transaction Number: 174
